Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,id
Crystal Hypnosis Ball,strong divination,17,none,,7 lbs.,"This cursed scrying device is at first glance indistinguishable from a normal crystal ball. However, anyone attempting to use the scrying device becomes fascinated for 1d6 minutes, and a telepathic suggestion is implanted in her mind (Will DC 19 negates).   The user of the device believes that she viewed the desired creature or scene through the ball, but she actually came under the influence of a powerful wizard, lich, or even some power or being from another plane. Each further use brings the crystal hypnosis ball's gazer deeper under the influence of the controller, either as a servant or a tool. Note that throughout this time, the user remains unaware of her subjugation.",,,Cursed,Ultimate Equipment,strong,7,0,0,,,2544
Cursed Backbiter Spear,moderate evocation,10,none,,3 lbs.,"This is a +2 shortspear, but each time it is used in melee against a foe and the attack roll is a natural 1, it damages its wielder instead of her intended target. When the curse takes effect, the spear curls around to strike its wielder in the back, automatically dealing the damage to the wielder. The curse even functions when the spear is hurled, and in such a case the damage to the hurler is doubled.",,,Cursed,Ultimate Equipment,moderate,3,0,0,,+2 shortspear,2545
Deadly Returns Throwing Axe,moderate evocation,8,none,,2 lbs.,"This weapon appears to be a +2 returning throwing axe. Instead of the normal returning ability, this axe only returns when the wielder misses her target. When it does return, it attacks the wielder. It uses the wielder's full base attack bonus with this attack. If it hits, it sticks in the wielder, and the wielder can pull out the axe with a swift action. If it misses the wielder, it falls to a random unoccupied square adjacent to the wielder and must be picked up as soon as possible. The wielder of the deadly returns throwing axe always uses it as her primary weapon until subject to a remove curse spell or similar effect.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,+2 returning throwing axe,2546
Drums Of Lethargy,faint transmutation,5,none,,5 lbs.,"This set of kettle drums appears to be drums of haste. When a creature plays the drums, it affects all creatures (including the creature playing the drums) as though subject to a slow spell. A DC 14 Will save negates the effect. No Perform check is needed to create the slow effect.",,,Cursed,Ultimate Equipment,faint,5,0,0,,,2547
Dust Of Sneezing And Choking,moderate conjuration,7,none,,-,"This fine dust appears to be dust of appearance. If cast into the air, it causes those within a 20-foot spread to fall into fits of sneezing and coughing. Those who fail a DC 15 Fortitude save take 3d6 points of Constitution damage immediately. Those who succeed on this saving throw are nonetheless disabled by choking (treat as stunned) for 5d4 rounds.",,,Cursed,Ultimate Equipment,moderate,0,0,0,,,2548
Eyes Of Blindness,faint necromancy,5,eyes,,-,"These normal-looking glasses appear harmless and nondescript. When they are worn, the wearer becomes blinded as if subject to the blindness/deafness spell (no saving throw).",,,Cursed,Ultimate Equipment,faint,0,0,0,,,2549
Flask Of Curses,moderate conjuration,7,none,,2 lbs.,"This item looks like an ordinary beaker, bottle, container, decanter, flask, or jug. It may contain a liquid, or it may emit smoke. When the flask is first unstoppered, all creatures within 30 feet must make a DC 17 Will save or be cursed, taking a -2 penalty on attack rolls, saving throws, and skill checks until a remove curse spell is cast upon them.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,,2550
Gauntlets Of Fumbling,moderate transmutation,7,hands,,2 lbs.,"These gauntlets perform according to their appearance until the wearer finds herself under attack or in a life-and-death situation. At that time, the curse is activated. The wearer becomes fumble-fingered, with a 50% chance each round of dropping anything held in either hand. The gauntlets also lower the wearer's Dexterity score by 2 points. Once the curse is activated, the gloves can be removed only by means of a remove curse spell, a wish, or a miracle.",,,Cursed,Ultimate Equipment,moderate,2,0,0,,,2551
Girdle Of Opposite Gender,moderate transmutation,10,belt,,1 lb.,"When this magical belt is put on, the wearer must immediately make a DC 20 Fortitude saving throw or be transformed into a person of the opposite gender. The character's abilities, mind, and spirit remain unaffected; only the character's sex changes. If the character's saving throw is a natural 1, the item actually removes all gender from the wearer, giving him an androgynous, neutered appearance. The change is permanent unless undone with curse-removing magic. Once its magic takes effect, the belt can be removed without effort. A creature can only be affected by a particular girdle once, though other girdles of this type can cause further transformations.",,,Cursed,Ultimate Equipment,moderate,1,0,0,,,2552
Gravesoul Armor,moderate enchantment,10,armor,,20 lbs.,"This armor behaves in all ways as if it were +1 undead controlling studded leather until its owner actually attempts to use its special property. At that point, the wearer and all living creatures within a 20-foot radius must succeed at a DC 15 Will saving throw to avoid believing that they are actually some sort of undead creature for the next 24 hours. The GM can either roll randomly (1d6; 1-3 zombies, 4-5 ghouls, 6 vampires) or choose which sorts of specific undead the affected creatures believe themselves to be. Creatures affected by the armor behave as normal for the sorts of undead they regard themselves as-""zombies"" mindlessly attack unassociated creatures near them, vampires attempt to bite victims on the neck, and so on-but gain none of the special abilities of that creature. The affected creatures react negatively to effects that harm ""their"" type of undead, so ""vampires"" avoid garlic, ""wraiths"" recoil from sunlight, and so on. The creatures continue to believe they are actually undead and ignore all evidence to the contrary. If attacked, they defend themselves, even if this requires using abilities they have but ""their"" type of undead normally lacks; for example, a barbarian who thinks she's a ghoul can still rage. Channel energy and other undead-affecting effects have no effect on creatures affected by gravesoul armor.  This is a mind-affecting, compulsion enchantment. The wearer of the armor can use this power up to three times per day, though it can only work on a particular creature once in any 24-hour period. Regardless of the curse, the armor is still +1 studded leather, and some characters may find it useful despite its (nonexistent) power over undead. Unlike most cursed items, this one is easily discarded without any magical assistance.",,,Cursed,Ultimate Equipment,moderate,20,0,0,,+1 studded leather,2553
